date,8TPD,4TPD,3TPDnight,3TPDday,hourly
2010-02-28,,,,,
2010-03-01,0.44717012643983944,0.1314213584167544,0.04982391110697481,0.18124526952372916,0.5189683129696099
2010-03-02,1.0248847595500363,0.7558369899706778,0.2846731704561327,0.4711638195145449,0.7145806659231424
2010-03-03,2.897033676728423,0.8782710604088604,0.41125372189180115,1.2895247823006617,3.377243724016888
2010-03-04,1.6421954303872957,0.9583230745120885,0.15259985366456835,0.8057232208475201,2.0698989131097103
2010-03-05,0.947775076030219,0.6037596278756823,0.1720247732216153,0.4317348546540669,1.1401237369026669
2010-03-06,1.295881452654022,0.3651230933705556,0.022630116870897922,0.38775321024145354,1.7593732748153368
2010-03-07,1.2102656403687493,0.057252729514066805,0.034531836396617714,0.09178456591068454,2.0048448300269506
2010-03-08,0.3851183515718968,0.005420409533400727,0.01914240676801103,0.013721997234610261,0.6690553421288241
2010-03-09,0.35647634281508556,0.0903076216141829,0.00758836547598446,0.09789598709016736,0.5621528529633936
2010-03-10,0.512582294329767,0.2916465648757267,0.006852570273266648,0.2984991351489933,0.73472052282113
2010-03-11,1.0104918431841154,1.1267740047815502,0.8396001200017595,0.2871738847797907,0.8563667427446086
2010-03-12,2.6098563126097734,0.8596236755135579,0.07208510985176915,0.9317087853653273,2.735505470706015
2010-03-13,1.9930944974533664,0.7563488750162082,0.25489653853527955,0.5014523364809286,2.043186661173751
2010-03-14,2.3070607504696112,0.7896936358489635,0.2106986377582033,0.5789949980907603,2.4537193537654622
2010-03-15,1.9462140675830457,0.7692218122859069,0.1104017815442617,0.6588200307416452,2.1745132565716694
2010-03-16,1.8537517377833064,0.5596446906618623,0.06552054381817682,0.49412414684368544,2.2265168819124206
2010-03-17,1.8407726843961971,0.4656817842996691,0.016936658268747323,0.44874512603092176,1.9939397670976076
2010-03-18,1.4977564064108788,0.603031339191123,0.024410374377583137,0.627441713568706,2.1925293540639657
2010-03-19,1.5372582164861603,0.2383597502975123,0.013153771280550617,0.2252059790169617,2.8664933549536267
2010-03-20,0.716961029330023,0.5920055467210509,0.0764814266263404,0.6684869733473913,0.4675261490998716
2010-03-21,0.827922655862381,0.2590892755925046,0.053765371056964245,0.31285464664946894,1.2837708740378488
2010-03-22,1.1638466828000085,0.2837356277701564,0.008348490969768287,0.2753871368003879,1.468411484001849
2010-03-23,0.6953840203470748,0.11049496707957768,0.059656724717390044,0.1701516917969677,0.6946023317439074
2010-03-24,0.5867831394973081,0.25836054868447084,0.014590601032351838,0.24376994765211912,0.7110922821848495
2010-03-25,3.4756802703170684,1.1586362868185875,0.06854881644237641,1.0900874703762111,3.401985447906147
2010-03-26,2.195691931307705,0.10732462382015606,0.02586170905259839,0.1331863328727545,2.1819989929071855
2010-03-27,0.1868443677617609,0.009491485388082088,0.03928303180121543,0.04877451718929751,0.7310729007020895
2010-03-28,0.27335811487060413,0.25562257908261227,0.04989207408884316,0.20573050499376905,0.5211430672090743
2010-03-29,0.22253187658468393,0.014996392700108987,0.040420355869944635,0.055416748570053624,0.45686131330678914
2010-03-30,0.8826386893767716,0.3066403051718275,0.08995632054743297,0.21668398462439453,1.179244119420018
2010-03-31,1.0257064471004689,0.28845519113162604,0.11486083386486674,0.40331602499649294,0.9681524999107189
2010-04-01,0.06324583395683261,0.061878448108918516,0.04418191150065655,0.01769653660826198,0.001285584135919852
2010-04-02,0.8936116595953906,0.21126240689120926,0.00333446502161993,0.2079279418695894,1.0392177911933005
2010-04-03,1.334741406893947,0.36985715111580375,0.010157215435597625,0.38001436655140136,1.339014694932993
2010-04-04,2.083400971761986,0.5182211356696551,0.007679770931818729,0.5259009066014737,2.1386961376984788
2010-04-05,1.0243048371549606,0.3428862546156339,0.006100080089721675,0.34898633470535556,1.310684832707572
2010-04-06,0.4394542701505131,0.16101375587465294,0.12426241603753638,0.03675133983711658,0.6534632337291223
2010-04-07,0.4870148160986065,0.20017216285379213,0.022184812967035172,0.22235697582082734,0.8788189687919522
2010-04-08,0.15574487532972456,0.021979567540748535,0.051815047150429346,0.0737946146911779,0.2638563352299996
2010-04-09,0.8560388316485592,0.14087279781429154,0.013903098128497925,0.12696969968579364,1.023247891472039
2010-04-10,0.0152779106804742,0.025404320766652423,0.04749900644686285,0.02209468568021043,0.008166287508521983
2010-04-11,0.27837128244936926,0.05029357587122547,0.028085061002106757,0.02220851486911872,0.45501416992180377
2010-04-12,0.0053621120968354585,0.0006800926943379814,0.0022207038648278145,0.0015406111704898329,0.020678451875398268
2010-04-13,0.3470331067927531,0.1292826788906416,0.012711383963583183,0.11657129492705844,0.4156697240044241
2010-04-14,0.3210896392875872,0.1404372148232888,0.043991341097299505,0.09644587372598926,0.4201712521338701
2010-04-15,0.04768367592478544,0.11668538395514609,0.018360777334659482,0.13504616128980557,0.10657391850553236
2010-04-16,3.126843462749959,1.3479175260019447,0.0923719378546766,1.4402894638566215,3.4654777259377934
2010-04-17,0.7655869082189479,0.22824648969358935,0.012498222977468486,0.21574826671612085,0.9994585072572933
2010-04-18,0.6901514375800505,0.10767129465215923,0.028137010243256363,0.07953428440890287,0.822957730204576
