date,8TPD,4TPD,3TPDnight,3TPDday,hourly
2009-06-02,,,,,
2009-06-03,0.0640452950697495,0.01700243475137643,,,0.134235873867117
2009-06-04,0.0,,,,0.10143838492368792
2009-06-05,0.20039084543726296,0.051723134368374474,0.00024331208414372758,0.051966446452518196,0.765844672323221
2009-06-06,0.04040311676684688,0.004880768117642054,,,0.07523199722555636
2009-06-07,,,,,0.0
2009-06-08,,,,,0.0
2009-06-09,,,,,0.0
2009-06-10,0.1104543028829243,0.08186063108852729,0.021092961608712733,0.10295359269724001,0.2475841650307495
2009-06-11,0.1608167953926925,0.11745216816865131,0.0006726079579917634,0.11677956021065954,0.24042985432394398
2009-06-12,0.008606195392841676,0.021055293207015033,,,0.0031896955662339696
2009-06-13,0.013131104300470145,0.045686551027225804,0.005666487907539573,0.051353038934765394,0.001692892220204763
2009-06-14,0.07925964196458031,0.0019351782600359121,0.0016783552223979773,0.0002568230376379377,0.46819230625858693
2009-06-15,0.05965131058256239,0.28321654495753246,0.002417380359507372,0.28079916459802506,0.15636144952296338
2009-06-16,0.14353900139283038,0.06832430082340984,0.0030739615909041434,0.07139826241431396,0.3097788152938487
2009-06-17,0.10496771140038169,0.09910227330413031,0.002160494227116947,0.09694177907701335,0.11365897888745795
2009-06-18,0.003980405437538175,0.020919202315522606,0.005967433274690075,0.02688663559021269,0.3046794769240204
2009-06-19,0.17321628289956537,0.11888211132826669,0.0018070214450585389,0.12068913277332523,0.5835607667204565
2009-06-20,0.2263625527388952,0.06088813434625416,0.008321632072284956,0.06920976641853913,0.28252478188571417
2009-06-21,0.023903487440546607,0.0011080623513643809,0.0,0.0011080623513643809,0.023447063554691002
2009-06-22,0.01537244690750575,0.06472691988552114,0.0007346586307474417,0.06546157851626856,0.02792109236005916
2009-06-23,0.1370989406449215,0.19047176183692582,0.0006385293478481008,0.1911102911847739,0.4303482327781023
2009-06-24,0.006460367085790377,0.002576348852329934,0.0004510696429209333,0.0021252792094090013,0.012154031190208685
2009-06-25,0.029031928746768264,0.002941281664704987,,,0.15712746337099115
2009-06-26,,,,,0.0
2009-06-27,0.0,0.0,0.0,0.0,0.006618039552648565
2009-06-28,0.11849654325000583,0.0013410939425732194,0.0,0.0013410939425732194,0.23062152750978035
2009-06-29,0.0,0.0,0.0,0.0,0.0
2009-06-30,0.0,0.0,0.0,0.0,6.605537813307262e-06
2009-07-01,0.00019278902632125235,0.0,0.0,0.0,8.964819154648267e-05
2009-07-02,0.0010014910655717184,0.0011568539484095213,0.00019749891741919383,0.0009593550309903274,0.0011896843894663605
2009-07-03,0.037960690129949834,0.07090958423138291,0.005219643365129822,0.07612922759651272,0.08954593417537735
2009-07-04,0.04288215099983164,0.03679298342235206,0.018848203826061425,0.017944779596290636,0.018129139470833767
2009-07-05,0.1115326732377112,0.05002131583435565,0.020187392374030957,0.02983392346032468,0.10738371167216165
2009-07-06,0.09766530021324969,0.029118487601228676,0.0016843882415072473,0.030802875842735923,0.4304172807368965
2009-07-07,0.19041464027493885,0.012002777771057592,8.900794641936468e-05,0.012091785717476947,0.13263643024355803
2009-07-08,0.06542645207278656,0.005040074949639602,0.0028776702756603744,0.007917745225299977,0.2957769062036326
2009-07-09,0.0617982277850282,0.07678048664290034,0.0020893292415828674,0.07469115740131747,0.2714304729853005
2009-07-10,0.1827274437244578,0.014369006398996197,0.00048432660236543193,0.013884679796630762,0.3749816029292472
2009-07-11,0.0162924709050228,0.008897250710231395,0.0058005847504864,0.0030966659597449955,0.0043718160812683034
2009-07-12,0.005152797007653295,0.007685636731542572,0.018142457170977396,0.02582809390251998,0.10462476204088707
2009-07-13,0.00021176105708194974,0.00019738057196147765,0.00019863124174660668,1.250669785129018e-06,0.000179131838009499
2009-07-14,0.0003612366214712549,7.13179688520487e-05,0.0,7.13179688520487e-05,0.0002533447298738835
2009-07-15,0.13552018581761918,0.06879299306773623,0.0,0.06879299306773623,0.42517800496201147
2009-07-16,0.17468869262432,0.08465927154106895,0.0013122876258637804,0.08597155916693272,0.1991643501799065
2009-07-17,0.26534399288905214,0.07243554192129517,0.0010667439440042352,0.07350228586529942,0.5274618232958752
2009-07-18,0.028560285431575613,0.020461763571458742,0.002967483806004218,0.023429247377462964,0.02301215864430143
2009-07-19,0.026117292160335995,0.022408599476332176,0.0025976110111847446,0.02500621048751692,0.05155709907680308
2009-07-20,0.05719875094563116,0.2352461138906277,0.015480230682556214,0.2197658832080715,0.06777589797041754
2009-07-21,0.47536999845886063,0.05713029219295493,0.0028511094544035774,0.05998140164735852,0.44403458498642356
2009-07-22,0.046943713786059826,0.047467255392821844,0.08013146595371227,0.03266421056089043,0.015572937777354495
2009-07-23,0.08972097129211501,0.035803397301954476,0.020005191087997733,0.055808588389952216,0.31785282755804317
2009-07-24,0.16251819845310467,0.04660455743784503,0.0008829837496749987,0.04748754118752003,0.09067079818538347
2009-07-25,0.020725683716998806,0.0017686177770827975,0.0011511092144011117,0.002919726991483908,0.027786846331839445
2009-07-26,0.2060262225463651,0.027006884556416044,0.00024451420735724735,0.02725139876377329,0.28514224563122337
2009-07-27,0.030797873560294856,0.020905803262725474,0.0028105010385529087,0.023716304301278388,0.09485174188169493
2009-07-28,0.03888347878076967,0.012292609329667116,0.0,0.012292609329667116,0.019025983207244766
2009-07-29,2.4322112726888396e-05,0.0,0.0,0.0,7.181896000301218e-05
2009-07-30,0.0009993326472022006,0.0,0.0,0.0,0.0021486083912366383
